Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
17172	-414.9221	-427.6573	12.7352	0.203848	0.0467433	0.117197	0.0078772	0.00460229	0.00972723	0.0299576	0.139886	0.000570804	0.0236301	0.0269896	0.0745112	0.0447022	0.0344922	0.0751533	0.871888	0.0646743	0.0574303	0.00600715	0.3061807	0.0167858	0.254903	0.745097	0.983214	0.259656	0.518084	0.814513	1.22773	1.93019	3.85125	0.9749849	0.242708	0.0556541	0.139539	0.00937886	0.00547965	0.0115816	0.0356686	0.166553	0.000679619	0.0281348	0.0321348	0.0887155	0.053224	0.0410675	0.0894801	0.8398886	0.5257266	0.0543519	0.318856	0.681144	0.945648
17208	-414.7744	-425.9667	11.19233	0.310629	0.19249	0.154328	0.0208912	0.00147368	0.00214902	0.0132229	0.0696417	0.0502461	0.119996	0.0293198	0.0811026	0.0326082	0.0248137	0.0997053	0.886975	0.0134471	0.00876797	0.09081	0.3140173	0.0179801	0.258171	0.741829	0.98202	0.16289	0.412704	0.758729	1.31799	2.42304	6.13911	1.312138	0.258294	0.160059	0.128327	0.0173715	0.00122539	0.00178695	0.0109951	0.0579084	0.0417806	0.0997793	0.0243799	0.0674384	0.0271143	0.0206331	0.0829069	1.202618	1.360523	0.163041	0.394921	0.605079	0.836959
17244	-407.3886	-419.5247	12.13603	0.375355	0.00236486	0.0681661	0.0370021	0.00104914	0.00684824	0.00177872	0.16272	0.0167388	0.0973367	0.177196	0.104974	0.0418003	0.00258464	0.0465169	0.848515	0.00786835	0.0362125	0.107404	0.3526421	0.0241701	0.27289	0.72711	0.97583	0.219886	0.477736	0.794168	1.25918	2.0932	4.54781	1.095193	0.328557	0.00207002	0.0596675	0.0323889	0.000918337	0.00599443	0.00155696	0.142433	0.0146519	0.0852013	0.155105	0.0918868	0.0365889	0.0022624	0.0407174	1.142433	0.6731444	0.0791022	0.343021	0.656979	0.920898
17280	-408.7261	-420.9527	12.22664	0.359113	0.0868028	0.0545189	0.06707	0.00312562	0.0140381	0.00370648	0.210678	0.0139292	0.118019	0.123505	0.121794	0.0485913	0.00404686	0.0792133	0.852413	0.0129187	0.0191204	0.115548	0.3887906	0.0302914	0.284851	0.715149	0.969709	0.596472	0.777239	0.92439	1.08179	1.2866	1.67652	0.3736259	0.274519	0.0663554	0.0416763	0.0512709	0.00238934	0.0107313	0.00283337	0.16105	0.010648	0.0902179	0.0944119	0.093104	0.037145	0.00309357	0.0605537	1.308151	1.069265	0.133204	0.37967	0.62033	0.866797
17316	-402.1993	-414.2677	12.06832	0.471399	0.0656588	0.139773	0.0357272	0.00418308	0.00701396	0.00138872	0.127011	0.0648892	0.0762239	0.10516	0.0632754	0.0670577	0.0503989	0.147342	0.865391	0.0174365	0.027154	0.0900183	0.4302638	0.0375295	0.296802	0.703198	0.96247	0.489247	0.705638	0.896934	1.11491	1.41716	2.04396	0.516913	0.330458	0.0460279	0.097983	0.0250453	0.00293241	0.0049169	0.000973517	0.0890369	0.0454883	0.0534341	0.0737185	0.044357	0.0470085	0.0353304	0.103289	1.426502	0.8991994	0.112167	0.367174	0.632826	0.887833
17352	-409.391	-419.9398	10.54882	0.110626	0.0465272	0.0814028	0.00776659	0.00211901	0.00073613	0.00355422	0.0505161	0.04444	0.00923512	0.00189686	0.0113645	0.0228583	0.0137219	0.0630679	0.931455	0.00394693	0.0010802	0.0635176	0.2219212	0.00598852	0.212217	0.787783	0.994012	0.0595907	0.252727	0.651086	1.5359	3.95684	16.7812	2.03924	0.235459	0.0990293	0.173259	0.0165305	0.00451013	0.00156679	0.00756486	0.107519	0.0945869	0.0196562	0.0040373	0.0241884	0.0486519	0.0292058	0.134235	0.4698329	1.906954	0.204332	0.412763	0.587237	0.795668
17388	-410.135	-421.8108	11.67577	0.143027	0.0766441	0.0535614	0.036231	0.00661979	0.00962731	0.0233415	0.217724	0.154279	0.0152957	0.137523	0.223879	0.05186	0.0468296	0.247545	0.909326	0.00441463	0.0187618	0.0674977	0.433371	0.0380769	0.297631	0.702369	0.961923	0.411232	0.64832	0.873538	1.14477	1.54245	2.43171	0.6425167	0.0990499	0.0530781	0.0370927	0.0250909	0.00458439	0.00666718	0.0161646	0.150779	0.106843	0.0105927	0.0952382	0.155042	0.0359145	0.0324308	0.171432	1.443986	1.142006	0.141323	0.38407	0.61593	0.858677
17424	-414.2437	-424.3538	10.1101	0.410357	0.0238887	0.194041	0.11536	0.00130559	0.020213	0.00316389	0.0594321	0.0596008	0.187404	0.01978	0.023872	0.121963	0.183388	0.275765	0.862451	0.00547573	0.0782848	0.053788	0.6449633	0.0745483	0.339081	0.660919	0.925452	0.493643	0.708724	0.898156	1.11339	1.41099	2.02575	0.5104447	0.241453	0.014056	0.114173	0.0678774	0.000768202	0.0118933	0.00186162	0.0349696	0.0350689	0.110268	0.0116385	0.0140462	0.0717627	0.107905	0.162259	1.699535	2.582387	0.239479	0.425927	0.574073	0.760521
17460	-406.464	-419.151	12.68697	0.226955	0.0253388	0.205367	0.0242617	0.00579598	0.00659631	0.00308482	0.109266	0.0157641	0.131577	0.0737674	0.0144143	0.046793	0.0246545	0.149136	0.850978	0.0297377	0.0170108	0.102274	0.3368432	0.0215841	0.267134	0.732866	0.978416	0.399981	0.639608	0.869859	1.14961	1.56346	2.50012	0.6625748	0.21355	0.0238422	0.193237	0.0228287	0.00545364	0.0062067	0.00290262	0.102812	0.014833	0.123806	0.0694103	0.0135629	0.0440292	0.0231983	0.140327	1.062773	0.6534902	0.0759359	0.340302	0.659699	0.924064
17496	-409.0225	-421.4462	12.42375	0.289227	0.0303104	0.044987	0.00459222	0.0108719	0.0100686	0.00388155	0.163723	0.0788347	0.0651662	0.0346689	0.0764691	0.0833021	0.10059	0.231054	0.775845	0.13404	0.00615547	0.0839592	0.5404499	0.0569147	0.321724	0.678276	0.943085	0.471071	0.692729	0.891782	1.12135	1.44357	2.12282	0.5442875	0.235575	0.0246879	0.0366419	0.00374037	0.00885519	0.00820087	0.00316152	0.133352	0.0642109	0.0530779	0.0282378	0.0622842	0.0678496	0.0819309	0.188193	1.227746	0.6675041	0.0781982	0.342254	0.657746	0.921802
17532	-404.1449	-415.984	11.83913	0.0756801	0.0452866	0.0766911	0.0020891	0.00108851	0.00194672	0.00264492	0.0825224	0.0300383	0.0231752	0.00674688	0.0455615	0.0267795	0.0297983	0.097112	0.9034	0.0113308	0.00618615	0.079083	0.2314129	0.00697196	0.217817	0.782183	0.993028	0.0710749	0.27541	0.668781	1.49526	3.63095	14.0697	1.911809	0.138314	0.0827665	0.140162	0.00381807	0.00198937	0.00355785	0.00483389	0.150819	0.0548984	0.0423554	0.0123307	0.0832688	0.0489426	0.0544598	0.177483	0.5471611	0.648115	0.0750622	0.339535	0.660465	0.924938
17568	-409.2153	-420.9711	11.75577	0.0839836	0.0406101	0.0374722	0.00447849	0.00103304	0.000904224	0.000221033	0.0834657	0.0173223	0.0248643	0.0431006	0.00384562	0.0134356	0.0151949	0.0377807	0.976262	0.0049947	0.00992845	0.00881504	0.3048948	0.0165922	0.254357	0.745643	0.983408	0.0488536	0.229388	0.631699	1.58303	4.35942	20.4693	2.182893	0.205987	0.0996047	0.0919085	0.0109844	0.00253375	0.0022178	0.000542129	0.204717	0.0424866	0.0609849	0.105713	0.00943219	0.0329537	0.0372687	0.0926651	0.4077126	0.437128	0.0387393	0.298622	0.701378	0.961261
17604	-412.1072	-423.3169	11.20969	0.0806436	0.0233035	0.0169857	0.00660599	0.00170015	0.00272464	0.00168428	0.0824579	0.0610688	0.0169851	0.0367351	0.0346587	0.0399015	0.0434326	0.146574	0.876948	0.0261286	0.0125374	0.0843865	0.706524	0.0843741	0.347361	0.652639	0.915626	0.144369	0.389111	0.744921	1.34242	2.56996	6.92669	1.399415	0.13543	0.0391352	0.0285253	0.0110939	0.00285518	0.00457568	0.00282853	0.138477	0.102557	0.0285243	0.0616917	0.0582047	0.0670093	0.0729394	0.246152	0.5954619	1.403269	0.166875	0.396717	0.603284	0.833124
17640	-417.8942	-429.4017	11.5075	0.0926128	0.0394496	0.0650842	0.0294116	0.000573979	0.00392854	0.0139383	0.0954374	0.0306409	0.00815811	0.065591	0.0893926	0.0689448	0.00570778	0.0907147	0.318762	0.625223	0.0552429	0.000771813	0.08757579	2.58807e-05	0.104328	0.895672	0.999974	0.198927	0.454958	0.782156	1.27852	2.19801	5.02697	1.167625	0.132382	0.0563899	0.0930324	0.0420414	0.000820455	0.00561552	0.0199237	0.13642	0.0437986	0.0116613	0.0937569	0.127779	0.0985508	0.0081588	0.129669	0.6995862	1.259944	0.153508	0.390309	0.609691	0.846492
17676	-405.7039	-418.2014	12.49745	0.110274	0.0117156	0.0440334	0.0129469	0.00347436	0.00439208	0.00181709	0.0616709	0.0464987	0.0411105	0.0357867	0.0745141	0.0149032	0.036129	0.0278363	0.918429	0.0233839	0.027293	0.0308942	0.3778471	0.0284138	0.281395	0.718605	0.971586	0.192313	0.447517	0.778142	1.28511	2.23455	5.19985	1.192072	0.209207	0.0222264	0.0835386	0.0245623	0.00659144	0.0083325	0.00344732	0.117	0.0882157	0.0779933	0.0678933	0.141365	0.0282739	0.0685427	0.0528101	0.5271025	0.6544659	0.0760942	0.34044	0.659561	0.923906
17712	-410.2091	-421.3511	11.14199	0.256025	0.0356944	0.0493792	0.0185137	0.00874136	0.0121115	0.00670188	0.139796	0.0803161	0.169406	0.0677237	0.139771	0.0879654	0.0383721	0.0618114	0.852876	0.0175025	0.0107231	0.118899	0.412006	0.0343245	0.291752	0.708248	0.965676	0.293827	0.550284	0.82998	1.20485	1.81724	3.40337	0.8855893	0.21839	0.0304474	0.0421206	0.0157922	0.0074564	0.0103311	0.00571672	0.119246	0.0685098	0.144504	0.0577685	0.119225	0.0750347	0.0327315	0.0527253	1.17233	1.890527	0.203297	0.412351	0.58765	0.796703
17748	-410.9248	-421.5167	10.59189	0.615268	0.0201505	0.0904822	0.0265227	0.00818509	0.00879345	0.0150899	0.140818	0.51776	0.130423	0.0770029	0.156168	0.0639307	0.0429315	0.025028	0.905616	0.046256	0.0133832	0.0347448	0.4281742	0.0371617	0.29624	0.70376	0.962838	0.61227	0.787211	0.928074	1.0775	1.27031	1.63327	0.354725	0.317385	0.0103946	0.0466751	0.0136817	0.00422227	0.00453609	0.00778412	0.0726408	0.267085	0.0672787	0.0397218	0.0805589	0.0329786	0.0221461	0.0129106	1.938554	1.938909	0.206317	0.413549	0.586452	0.793683
17784	-410.0116	-421.1466	11.13504	0.141031	0.00752141	0.0504326	0.0287534	0.0021841	0.0151606	0.029538	0.271835	0.259335	0.172411	0.211639	0.308714	0.0936673	0.0607987	0.147699	0.842139	0.0261676	0.0453385	0.086355	0.4417912	0.0395622	0.299835	0.700165	0.960438	0.502553	0.714933	0.900603	1.11037	1.39873	1.98984	0.4975109	0.0783192	0.00417689	0.0280069	0.0159677	0.00121291	0.00841917	0.0164034	0.150959	0.144017	0.0957454	0.11753	0.171439	0.0520166	0.0337636	0.0820222	1.80072	1.340893	0.161238	0.394065	0.605935	0.838762
17820	-414.3826	-424.7028	10.32022	0.0512655	0.0138239	0.0170268	0.00201619	0.000554918	0.00200227	0.000675383	0.0315352	0.0327714	0.000423875	0.0541767	0.0254091	0.0190167	0.0124101	0.0080068	0.836131	0.0196683	0.0314911	0.112709	0.5312135	0.0553087	0.319939	0.680061	0.944691	0.05025	0.232563	0.634413	1.57626	4.29991	19.9005	2.162515	0.189091	0.0509892	0.0628029	0.00743666	0.0020468	0.00738531	0.00249113	0.116317	0.120876	0.00156345	0.199829	0.0937207	0.0701428	0.0457744	0.0295329	0.2711149	1.603065	0.183291	0.404057	0.595943	0.816709
17856	-412.2357	-423.1076	10.87185	0.0831948	0.0101664	0.0310002	0.0015628	0.0032688	0.00932898	0.0163711	0.0678906	0.0533467	0.0174241	0.0859499	0.00565732	0.0454261	0.0387156	0.0138556	0.892435	0.0751325	0.00476604	0.0276664	0.3870073	0.0299843	0.284297	0.715703	0.970016	0.107545	0.337057	0.712282	1.40394	2.96686	9.29846	1.612334	0.172189	0.0210415	0.0641614	0.00323454	0.00676548	0.0193083	0.0338835	0.140514	0.110412	0.0360629	0.177892	0.011709	0.094019	0.0801302	0.028677	0.483159	1.964052	0.207852	0.414152	0.585848	0.792149
17892	-414.3407	-426.063	11.72231	0.216461	0.00899614	0.2191	0.0135364	0.00269829	0.00731857	0.0123678	0.115086	0.0149472	0.0132758	0.168181	0.109448	0.0510042	0.0420454	0.00965677	0.587047	0.0179889	0.00267713	0.392287	0.412007	0.0343247	0.291752	0.708248	0.965675	0.127282	0.365925	0.73078	1.3684	2.7328	7.85658	1.490499	0.215572	0.00895922	0.218201	0.0134808	0.00268721	0.00728852	0.012317	0.114613	0.0148859	0.0132213	0.167491	0.108999	0.0507949	0.0418728	0.00961714	1.004122	0.08050694	1.2064e-05	0.0970114	0.902989	0.999988
17928	-411.3001	-423.6096	12.30952	0.0727386	0.0146622	0.0253234	0.0197905	0.00210876	0.00209356	0.00223408	0.071037	0.0321442	0.00387436	0.0514708	0.0203824	0.0151969	0.00715558	0.0190033	0.940132	0.04414	0.00611275	0.00961496	0.2680141	0.0113689	0.237414	0.762586	0.988631	0.1385	0.381314	0.740232	1.35093	2.62251	7.22022	1.429424	0.202493	0.0408173	0.0704963	0.0550937	0.00587044	0.00582815	0.00621933	0.197756	0.0894845	0.0107856	0.143287	0.0567413	0.0423058	0.01992	0.0529023	0.3592157	0.6179347	0.0700953	0.335036	0.664964	0.929905
17964	-414.076	-423.9665	9.890486	0.284316	0.0196067	0.0266591	0.00521324	0.000977774	0.0125011	0.0219985	0.222316	0.145218	0.0374795	0.0278567	0.13258	0.0796848	0.0593596	0.15736	0.153159	0.62844	0.135239	0.0831623	0.03002995	2.6292e-12	0.0394114	0.960589	1	0.308314	0.563353	0.83608	1.19606	1.77509	3.24345	0.8507903	0.230565	0.0159	0.0216191	0.00422766	0.000792922	0.0101377	0.0178396	0.180287	0.117764	0.0303939	0.0225903	0.107515	0.0646202	0.0481375	0.12761	1.233127	1.483545	0.173756	0.399859	0.600141	0.826243
18000	-410.8841	-422.3356	11.45149	0.273835	0.111998	0.18294	0.000455065	0.0106434	0.00989885	0.0187313	0.266852	0.132697	0.210465	0.0498923	0.214852	0.105062	0.0755972	0.288788	0.0212486	0.754024	0.120483	0.104244	0.050283	4.57009e-08	0.0637111	0.936289	1	0.874857	0.936877	0.979863	1.02055	1.06738	1.14304	0.09667019	0.140234	0.0573551	0.0936853	0.000233043	0.0054506	0.00506929	0.00959248	0.136658	0.0679552	0.107781	0.0255503	0.110028	0.0538032	0.0387141	0.147891	1.952708	0.1721865	0.00207859	0.178867	0.821132	0.997921
18036	-415.344	-427.1545	11.81047	0.231865	0.00928678	0.0615992	0.063009	0.00278471	0.0200341	0.0505269	0.285291	0.206574	0.229628	0.233123	0.104133	0.0666139	0.0914319	0.298375	0.151299	0.744281	0.0431473	0.0612721	0.100349	7.89564e-05	0.117114	0.882886	0.999921	0.5757	0.763919	0.919418	1.08764	1.30904	1.73702	0.3992556	0.118645	0.00475204	0.0315202	0.0322416	0.00142493	0.0102515	0.0258546	0.145983	0.105704	0.1175	0.119289	0.0532846	0.0340863	0.0467856	0.152678	1.954273	0.3203266	0.0189586	0.260729	0.739271	0.981041
18072	-419.6891	-429.7273	10.03814	0.261762	0.00227996	0.108502	0.0115959	0.00582867	0.0495342	0.00845133	0.0845759	0.00182534	0.0725155	0.0648304	0.0615193	0.214639	0.219152	0.350674	0.447729	0.38778	0.011165	0.153326	0.4773526	0.0458476	0.308503	0.691497	0.954152	0.32269	0.576015	0.841898	1.18779	1.73607	3.09895	0.8178366	0.172474	0.00150226	0.071492	0.00764054	0.0038405	0.032638	0.00556856	0.0557269	0.00120271	0.0477803	0.0427166	0.0405349	0.141425	0.144399	0.231058	1.517686	2.878764	0.251445	0.430095	0.569905	0.748556
18108	-414.2922	-425.7476	11.45536	0.128652	0.00160562	0.0714563	0.00545515	0.00224163	0.00467721	0.00768176	0.0964771	0.00311497	0.0923238	0.0137191	0.185309	0.0352972	0.0460055	0.0016957	0.864063	0.014064	0.0880454	0.0338279	0.4110579	0.0341588	0.291481	0.708519	0.965841	0.0933576	0.314586	0.697114	1.43449	3.17878	10.7115	1.714626	0.184921	0.00230788	0.10271	0.00784111	0.00322207	0.00672292	0.0110416	0.138674	0.00447739	0.132704	0.0197195	0.266359	0.0507354	0.0661273	0.00243737	0.6957115	1.074392	0.133792	0.379996	0.620004	0.866208
18144	-415.0751	-426.259	11.18382	0.312788	0.0799438	0.11919	0.0567082	0.000126791	0.018689	0.0147972	0.394842	0.00030366	0.13574	0.0783305	0.0960061	0.0291225	0.169081	0.36194	0.71081	0.140224	0.0375682	0.111397	0.4049256	0.0330885	0.289706	0.710294	0.966912	0.430466	0.662935	0.879635	1.13684	1.50844	2.32306	0.6094651	0.167481	0.0428054	0.0638197	0.0303641	6.78892e-05	0.0100069	0.00792306	0.211416	0.000162593	0.0726812	0.0419416	0.0514059	0.0155935	0.0905334	0.193798	1.867609	1.100691	0.136771	0.381629	0.618371	0.863229
18180	-408.8634	-420.0222	11.15879	0.111166	0.0156588	0.14504	0.0252638	8.78072e-05	0.00385782	0.00339811	0.192594	0.0120355	0.0475202	0.0564092	0.0338384	0.0184317	0.0514983	0.126175	0.918624	0.0121608	0.0399166	0.0292988	0.3525023	0.024147	0.272841	0.72716	0.975853	0.155125	0.40299	0.753111	1.32783	2.48145	6.4464	1.347455	0.131874	0.0185757	0.172057	0.0299698	0.000104164	0.00457644	0.0040311	0.228469	0.0142774	0.056372	0.0669169	0.0401417	0.0218651	0.0610912	0.149678	0.8429746	1.75986	0.194667	0.408853	0.591148	0.805332
18216	-409.5208	-420.3134	10.79252	0.32718	0.0231825	0.0551267	0.00601944	0.0016838	0.0042778	0.00178663	0.112934	0.123964	0.0348054	0.103297	0.11754	0.0982444	0.065558	0.284676	0.86483	0.0377348	0.00385337	0.0935818	0.581792	0.0640182	0.329171	0.670829	0.935982	0.204573	0.46121	0.785494	1.27308	2.16821	4.88823	1.147388	0.240525	0.0170425	0.0405261	0.00442516	0.00123784	0.0031448	0.00131343	0.083023	0.0911317	0.025587	0.0759382	0.0864087	0.0722239	0.0481946	0.209278	1.360277	1.514779	0.176327	0.401008	0.598992	0.823674
18252	-407.145	-419.0948	11.94975	0.223052	0.0818027	0.177844	0.00287439	0.0026038	0.00208056	0.00730161	0.142489	0.0157403	0.104896	0.147296	0.0172745	0.0286735	0.0373936	0.0219488	0.951532	0.0257342	0.000816707	0.0219168	0.2727438	0.0119992	0.239734	0.760266	0.988001	0.0961271	0.319103	0.700222	1.42812	3.13378	10.4029	1.693488	0.22013	0.0807314	0.175515	0.00283675	0.0025697	0.00205331	0.00720598	0.140623	0.0155341	0.103522	0.145367	0.0170483	0.028298	0.0369038	0.0216613	1.013271	0.1427127	0.00079709	0.155583	0.844417	0.999203
18288	-407.6862	-420.5519	12.86567	0.288903	0.0517344	0.148066	0.00314517	0.00176019	0.00289389	0.00899124	0.154917	0.00413184	0.0415145	0.0539513	0.148373	0.0468777	0.0569122	0.114998	0.751796	0.0381354	0.0242035	0.185865	0.3861921	0.029844	0.284043	0.715957	0.970156	0.608235	0.784677	0.92714	1.07859	1.27441	1.6441	0.3595056	0.256309	0.0458976	0.131361	0.00279032	0.0015616	0.0025674	0.00797683	0.137439	0.00366568	0.0368308	0.0478644	0.131633	0.0415888	0.0504912	0.102024	1.12717	0.6711496	0.0787829	0.342751	0.657249	0.921217
18324	-417.1378	-426.5023	9.364543	0.142822	0.0073826	0.120166	0.00515816	0.0115272	0.00499194	0.0348334	0.223347	0.250953	0.113669	0.0465084	0.12456	0.323302	0.0818313	0.110888	0.793566	0.0464011	0.0261614	0.133872	0.6999457	0.0833457	0.346532	0.653468	0.916654	0.320579	0.574174	0.841058	1.18898	1.74163	3.11935	0.8225815	0.0891557	0.00460853	0.0750129	0.00321995	0.00719574	0.00311618	0.0217445	0.139423	0.156656	0.0709571	0.0290325	0.0777558	0.201819	0.0510826	0.069221	1.601941	3.435592	0.270117	0.436337	0.563662	0.729884
18360	-408.3166	-420.1016	11.78507	0.623535	0.0130024	0.122489	0.0180771	0.00973521	0.0111529	0.00712889	0.132377	0.132248	0.0852173	0.0619411	0.0495998	0.213139	0.0333746	0.0913622	0.855699	0.00927733	0.0288411	0.106183	0.5685605	0.0617611	0.326879	0.673121	0.938239	0.43563	0.666802	0.881232	1.13477	1.4997	2.29552	0.6008421	0.388646	0.00810431	0.0763465	0.0112674	0.0060679	0.00695155	0.0044434	0.0825097	0.0824296	0.0531154	0.0386075	0.0309153	0.132848	0.0208022	0.0569455	1.604379	0.7311304	0.0881738	0.350356	0.649644	0.911826
18396	-413.6223	-425.7413	12.11902	0.236252	0.169563	0.074008	0.00418238	0.00428993	0.00837725	0.016072	0.0602569	0.0139026	0.15282	0.057646	0.0459084	0.182965	0.0082369	0.0669978	0.883717	0.0207879	0.0448266	0.050669	0.5242941	0.0541018	0.318571	0.681429	0.945898	0.186816	0.441232	0.774716	1.2908	2.26638	5.35286	1.213043	0.214486	0.153941	0.0671897	0.00379706	0.0038947	0.00760546	0.0145913	0.0547055	0.0126218	0.138741	0.0523351	0.0416789	0.166109	0.00747804	0.0608253	1.101478	0.469952	0.0445397	0.306779	0.693221	0.95546
18432	-413.3285	-424.1254	10.79688	0.443286	0.0273213	0.033171	0.122704	0.00507093	0.0367073	0.00179099	0.122811	0.346973	0.193507	0.0212805	0.199724	0.00824854	0.0858154	0.293971	0.874237	0.0367109	0.00381782	0.0852344	0.6342173	0.0727877	0.337505	0.662494	0.927212	0.752076	0.870267	0.957575	1.0443	1.14907	1.32965	0.2060149	0.228218	0.0140659	0.0170775	0.0631721	0.00261068	0.0188981	0.000922061	0.0632268	0.178633	0.0996234	0.0109559	0.102824	0.00424661	0.0441805	0.151346	1.942382	1.601941	0.183205	0.40402	0.59598	0.816795
18468	-414.726	-425.6861	10.96015	0.220714	0.0698385	0.159491	0.0406359	0.00161466	0.00785205	0.00245966	0.159038	0.384548	0.0262041	0.0456005	0.072003	0.0704556	0.146568	0.54303	0.812112	0.117742	0.00500781	0.0651386	0.3781705	0.028469	0.2815	0.718501	0.971531	0.199469	0.455562	0.78248	1.27799	2.19509	5.01331	1.165657	0.113184	0.0358137	0.0817879	0.0208384	0.000828006	0.00402658	0.00126133	0.0815556	0.197199	0.0134376	0.0233843	0.0369236	0.0361301	0.0751611	0.27847	1.950052	0.6788022	0.0800051	0.343781	0.656219	0.919995
18504	-415.3309	-425.6618	10.33087	0.130535	0.0855093	0.146746	0.042651	0.000534522	0.0118319	0.018476	0.172697	0.0584208	0.0552016	0.0458886	0.0584497	0.0168147	0.00434675	0.189813	0.637165	0.219267	0.071314	0.072254	0.02453677	1.24119e-14	0.0325185	0.967482	1	0.275459	0.53323	0.821868	1.21674	1.87536	3.6303	0.9322644	0.125766	0.0823855	0.141385	0.0410929	0.000514995	0.0113996	0.0178011	0.166388	0.0562866	0.053185	0.0442122	0.0563144	0.0162005	0.00418795	0.182879	1.037917	0.8250993	0.102005	0.360445	0.639555	0.897995
18540	-417.6538	-428.9983	11.34448	0.110478	0.160685	0.0217977	0.00245613	6.04056e-05	0.0266078	0.0160065	0.165036	0.170011	0.0475224	0.0987184	0.00724349	0.107182	0.144458	0.318529	0.745244	0.178216	0.0163559	0.0601844	0.7911024	0.0971248	0.357019	0.642981	0.902875	0.224709	0.482818	0.796794	1.25503	2.07117	4.45021	1.079506	0.0790944	0.115039	0.0156055	0.00175841	4.3246e-05	0.0190492	0.0114595	0.118153	0.121715	0.0340225	0.0706751	0.0051858	0.0767342	0.103421	0.228044	1.396792	0.734754	0.0887271	0.350783	0.649217	0.911273
18576	-414.1226	-426.3921	12.26954	0.108819	0.0636842	0.0472951	0.0214634	0.00586305	0.0141886	0.00309898	0.050004	0.00180596	0.0246775	0.0398823	0.0569656	0.00522254	0.0282168	0.0898579	0.351379	0.428955	0.0179809	0.201684	0.1041483	0.000104558	0.12081	0.87919	0.999895	0.217052	0.474724	0.792603	1.26167	2.10649	4.60718	1.104572	0.193958	0.11351	0.0842982	0.0382561	0.0104502	0.0252896	0.00552357	0.0891265	0.00321891	0.0439849	0.0710857	0.101535	0.0093086	0.0502933	0.160162	0.5610454	0.7378081	0.0891922	0.351141	0.648859	0.910808
18612	-415.838	-426.9232	11.08514	0.153935	0.0254129	0.0473985	0.0175834	0.00241001	0.0200467	0.00398972	0.140968	0.00166759	0.0429294	0.0179339	0.110184	0.0192254	0.0489168	0.185816	0.323628	0.466783	0.0928156	0.116773	0.2699128	0.0116204	0.238351	0.761649	0.98838	0.201604	0.457933	0.783748	1.27592	2.18372	4.96023	1.15796	0.183602	0.0303105	0.0565332	0.0209721	0.00287447	0.0239102	0.00475863	0.168136	0.00198897	0.0512029	0.0213901	0.131419	0.0229306	0.0583442	0.221627	0.8384184	2.163196	0.219233	0.41853	0.58147	0.780767
18648	-407.4659	-418.8164	11.35043	0.0841342	0.00668495	0.0318883	0.00794677	0.00133402	0.00532462	0.00455188	0.107113	0.00812787	0.0430873	0.0233573	0.0230149	0.0323775	0.00747471	0.0714811	0.876037	0.049925	0.0356614	0.0383767	0.3271996	0.0200404	0.263444	0.736556	0.97996	0.108819	0.338999	0.71356	1.40142	2.94986	9.18956	1.603816	0.18374	0.0145992	0.0696406	0.0173549	0.00291336	0.0116284	0.00994081	0.233923	0.0177504	0.0940981	0.0510098	0.0502621	0.0707089	0.016324	0.156107	0.4578981	1.435703	0.169705	0.398021	0.60198	0.830295
18684	-416.0909	-426.4667	10.37582	0.0763373	0.00444715	0.013574	0.00496245	0.000627669	0.00525921	0.00436113	0.0368818	0.00382665	0.0366846	0.0277708	0.0265502	0.0215765	0.0176497	0.0658113	0.741854	0.0629336	0.0952494	0.099963	0.5114141	0.0518472	0.315948	0.684052	0.948153	0.0911632	0.310958	0.694596	1.43969	3.21587	10.9693	1.731825	0.220424	0.0128411	0.0391949	0.0143291	0.00181239	0.015186	0.0125928	0.106496	0.0110494	0.105927	0.0801881	0.0766638	0.062302	0.0509635	0.19003	0.3463204	2.24008	0.223293	0.420051	0.579949	0.776708
